statedistrict,datetime,tempmax,tempmin,temp,humidity,rainsum,rain,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,country
colombo,1997-01-31,28.3,22.4,25.3,76.9,0.0,False,False,,,24.4,7.7,1009.0,52.4,18.1,,,,06:59:20,18:49:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-01,29.0,21.4,25.8,71.1,0.0,False,False,,,21.2,346.5,1009.6,45.7,21.0,,,,06:59:20,18:49:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-02,30.1,20.1,24.5,74.2,0.0,False,False,,,13.7,305.2,1009.4,10.3,17.0,,,,06:59:19,18:49:34,0.82,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-02-03,29.1,17.7,24.3,69.9,0.0,False,False,,,15.0,294.8,1008.5,27.9,16.5,,,,06:59:17,18:49:50,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-04,30.4,21.1,25.0,80.7,0.0,False,False,,,18.1,281.5,1008.3,32.3,18.8,,,,06:59:14,18:50:05,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-05,30.6,29.6,30.1,66.5,0.0,False,False,,,18.7,273.0,1008.3,65.0,20.4,,,,06:59:10,18:50:19,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-06,29.1,23.9,26.4,86.9,79.596,True,False,,,14.8,233.8,1010.3,72.3,16.7,,,,06:59:05,18:50:33,0.95,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-02-07,28.2,24.9,26.6,85.8,54.0,True,False,,,15.3,321.0,1009.9,48.6,19.2,,,,06:58:59,18:50:46,0.0,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-02-08,31.4,21.4,26.5,74.9,0.0,False,False,,,23.1,18.3,1009.6,41.5,20.2,,,,06:58:52,18:50:58,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-09,30.1,20.4,25.6,74.5,0.0,False,False,,,11.7,248.6,1009.1,26.1,21.0,,,,06:58:45,18:51:10,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-10,30.0,22.7,26.9,78.9,0.0,False,False,,,18.7,256.8,1009.2,50.0,18.6,,,,06:58:36,18:51:21,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-11,30.0,23.2,26.9,76.0,0.0,False,False,,,15.6,273.4,1010.2,15.7,18.7,,,,06:58:27,18:51:31,0.12,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-02-12,30.3,20.2,25.4,73.0,0.0,False,False,,,19.7,325.9,1010.6,37.9,19.2,,,,06:58:16,18:51:41,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-13,29.3,22.4,26.8,66.8,0.0,False,False,,,18.9,334.1,1010.5,35.2,24.9,,,,06:58:05,18:51:50,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-14,31.0,22.7,27.1,64.8,0.0,False,False,,,37.1,6.5,1009.1,27.4,21.3,,,,06:57:53,18:51:58,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-15,29.5,21.7,26.3,70.3,0.0,False,False,,,26.7,346.3,1009.1,35.7,18.2,,,,06:57:40,18:52:05,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-16,30.0,21.7,26.4,75.1,0.0,False,False,,,17.1,332.7,1009.8,43.9,21.0,,,,06:57:27,18:52:12,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,1997-02-17,31.4,22.7,27.7,79.1,0.0,False,False,,,13.7,271.7,1009.8,51.1,24.2,,,,06:57:12,18:52:19,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-18,30.9,23.9,27.1,84.0,0.0,False,False,,,14.8,232.6,1010.4,60.9,15.4,,,,06:56:57,18:52:24,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-19,28.8,25.7,27.2,84.4,1.705,True,False,,,5.4,40.0,1011.5,93.3,15.8,,,,06:56:41,18:52:29,0.39,Rain Overcast,Cloudy skies throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-02-20,31.2,24.7,27.9,81.7,0.429,True,False,,,17.8,293.0,1011.9,74.3,20.5,,,,06:56:24,18:52:34,0.43,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-02-21,30.7,24.2,27.3,83.0,25.432,True,False,,,18.4,288.1,1012.2,52.9,20.5,,,,06:56:07,18:52:38,0.46,Rain Partially cloudy,Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-02-22,29.3,25.1,26.7,86.6,11.0,True,False,,,17.3,266.7,1011.9,69.0,22.1,,,,06:55:49,18:52:41,0.5,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-02-23,31.4,23.9,28.6,75.8,0.0,False,False,,,27.7,310.9,1011.0,20.6,24.0,,,,06:55:30,18:52:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-24,30.6,22.2,25.6,82.6,0.0,False,False,,,10.4,334.0,1012.5,18.6,17.8,,,,06:55:10,18:52:45,0.56,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-02-25,30.8,22.1,26.7,69.5,0.0,False,False,,,21.3,333.0,1011.6,18.6,22.7,,,,06:54:50,18:52:47,0.6,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-02-26,31.2,21.4,25.6,55.8,0.0,False,False,,,18.4,40.9,1011.7,19.1,20.5,,,,06:54:29,18:52:48,0.63,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-02-27,30.2,21.1,27.1,56.4,0.0,False,False,,,18.4,11.0,1010.3,27.6,24.9,,,,06:54:08,18:52:49,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-02-28,31.0,20.4,25.7,68.0,0.0,False,False,,,16.6,292.5,1011.5,25.0,18.7,,,,06:53:46,18:52:49,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-01,26.7,25.2,26.1,79.8,0.858,True,False,,,12.7,23.3,1011.3,72.9,12.5,,,,06:53:23,18:52:48,0.73,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-03-02,31.3,23.2,26.9,77.1,0.0,False,False,,,14.5,219.3,1011.1,42.2,22.7,,,,06:53:00,18:52:47,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,1997-03-03,31.8,24.4,28.0,76.9,0.0,False,False,,,16.3,259.0,1012.1,35.7,21.0,,,,06:52:37,18:52:46,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-04,31.1,23.2,26.9,81.4,22.0,True,False,,,18.1,309.7,1012.6,46.1,20.5,,,,06:52:12,18:52:44,0.84,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-03-05,31.1,24.2,27.9,76.3,0.0,False,False,,,17.6,242.9,1012.1,40.4,20.7,,,,06:51:48,18:52:42,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-06,30.7,23.9,27.4,82.2,1.716,True,False,,,17.6,266.3,1011.9,42.6,18.3,,,,06:51:23,18:52:39,0.9,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-03-07,31.1,23.7,27.4,75.6,0.858,True,False,,,19.4,258.9,1012.7,47.2,22.7,,,,06:50:57,18:52:36,0.94,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-03-08,31.9,24.4,28.4,74.4,0.0,False,False,,,16.5,337.6,1012.0,40.4,17.8,,,,06:50:31,18:52:33,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-09,31.4,25.2,28.3,78.9,0.0,False,False,,,17.3,228.0,1012.2,43.6,15.6,,,,06:50:05,18:52:29,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-10,31.1,23.2,27.4,77.5,0.0,False,False,,,15.3,248.5,1012.4,24.0,20.7,,,,06:49:38,18:52:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-11,32.5,23.9,29.4,72.1,0.0,False,False,,,17.1,263.9,1013.3,29.4,22.6,,,,06:49:11,18:52:21,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-12,31.9,24.2,28.3,79.6,0.2,True,False,,,18.4,313.0,1012.5,43.8,21.0,,,,06:48:44,18:52:16,0.11,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-03-13,30.9,24.4,28.1,78.7,0.0,False,False,,,17.6,279.8,1011.2,40.7,21.0,,,,06:48:16,18:52:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-14,30.9,24.9,28.0,76.9,0.0,False,False,,,15.3,240.6,1010.0,35.4,22.7,,,,06:47:48,18:52:06,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-15,31.1,24.4,28.2,76.5,0.0,False,False,,,21.8,267.7,1010.6,40.0,21.0,,,,06:47:20,18:52:01,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-16,30.9,23.1,27.5,77.2,0.0,False,False,,,15.0,261.6,1011.3,9.7,19.2,,,,06:46:51,18:51:55,0.25,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-03-17,30.7,23.1,27.3,74.6,0.0,False,False,,,13.7,234.5,1011.5,11.8,19.2,,,,06:46:22,18:51:50,0.27,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-03-18,27.7,23.9,25.7,85.8,0.0,False,False,,,5.4,110.0,1011.9,10.0,13.7,,,,06:45:54,18:51:44,0.3,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,1997-03-19,,,,,,False,False,,,0.0,,,,,,,,06:45:24,18:51:38,0.34,nan,,,Sri Lanka
colombo,1997-03-20,32.1,30.0,31.1,62.6,0.0,False,False,,,29.5,268.0,1008.4,54.3,27.7,,,,06:44:55,18:51:31,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,1997-03-21,31.1,25.1,28.2,75.2,0.0,False,False,,,21.8,267.3,1011.5,22.5,17.0,,,,06:44:26,18:51:25,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-22,32.0,32.0,32.0,58.8,0.0,False,False,,,12.7,266.0,1011.5,38.6,17.4,,,,06:43:56,18:51:19,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-23,31.6,24.6,27.5,80.1,0.0,False,False,,,17.6,233.0,1009.8,23.3,20.5,,,,06:43:27,18:51:12,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-24,32.9,24.1,28.8,74.1,0.429,True,False,,,14.0,231.0,1009.2,43.2,22.7,,,,06:42:57,18:51:05,0.5,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-03-25,32.1,26.2,30.2,68.4,0.0,False,False,,,27.5,313.3,1007.9,43.6,26.1,,,,06:42:28,18:50:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-26,32.4,24.9,29.4,74.7,9.0,True,False,,,22.3,272.1,1007.6,52.9,23.4,,,,06:41:58,18:50:52,0.57,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-03-27,32.8,26.1,29.7,75.9,0.5,True,False,,,17.4,275.6,1009.0,38.6,23.4,,,,06:41:28,18:50:45,0.61,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-03-28,34.2,25.4,29.8,74.7,0.0,False,False,,,19.9,322.5,1007.4,51.4,20.9,,,,06:40:59,18:50:39,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-03-29,32.3,24.1,28.1,81.0,22.806,True,False,,,16.0,266.3,1007.8,74.7,10.9,,,,06:40:29,18:50:32,0.68,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-03-30,31.1,24.4,28.3,80.2,1.0,True,False,,,14.5,242.0,1009.5,87.2,13.7,,,,06:40:00,18:50:26,0.71,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,1997-03-31,30.7,24.4,28.3,74.0,0.142,True,False,,,18.4,312.5,1009.7,83.3,20.1,,,,06:39:30,18:50:19,0.75,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-04-01,31.7,24.2,27.9,80.2,0.0,False,False,,,15.6,225.5,1009.6,45.4,22.7,,,,06:39:01,18:50:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-02,32.3,25.1,28.5,77.9,0.0,False,False,,,17.4,201.6,1008.0,42.1,22.7,,,,06:38:32,18:50:06,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-03,33.1,24.9,29.9,69.4,0.0,False,False,,,27.7,239.5,1008.1,50.6,22.0,,,,06:38:03,18:50:00,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-04,31.3,24.4,27.3,77.0,0.0,False,False,,,13.5,230.2,1008.2,61.4,18.1,,,,06:37:34,18:49:54,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-05,31.0,24.9,27.5,79.1,0.142,True,False,,,12.5,201.7,1009.2,72.5,21.0,,,,06:37:05,18:49:48,0.92,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-04-06,31.4,24.7,27.9,81.0,0.3,True,False,,,18.4,231.8,1010.0,88.0,20.7,,,,06:36:37,18:49:42,0.96,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-04-07,32.1,24.1,28.0,76.3,0.0,False,False,,,18.4,256.7,1009.5,68.6,22.8,,,,06:36:09,18:49:36,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-08,32.5,24.4,28.3,73.7,0.0,False,False,,,15.6,260.8,1009.8,43.6,22.7,,,,06:35:41,18:49:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-09,32.0,24.2,27.1,83.0,1.0,True,False,,,12.7,243.1,1011.3,51.9,20.5,,,,06:35:13,18:49:26,0.06,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-04-10,32.0,26.1,29.3,76.9,2.016,True,False,,,20.5,241.7,1011.1,68.2,22.7,,,,06:34:46,18:49:21,0.09,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-04-11,32.1,25.1,29.0,78.5,0.0,False,False,,,16.8,270.0,1011.0,47.2,21.0,,,,06:34:19,18:49:16,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-12,31.1,23.7,26.3,84.4,7.0,True,False,,,13.5,241.2,1011.0,51.9,18.1,,,,06:33:52,18:49:11,0.16,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-04-13,32.1,25.4,29.5,75.9,0.0,False,False,,,16.3,217.4,1010.3,33.8,22.5,,,,06:33:25,18:49:07,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-14,31.3,26.2,29.0,76.7,0.0,False,False,,,20.5,216.9,1010.4,37.6,18.1,,,,06:32:59,18:49:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-15,32.7,25.7,29.2,77.8,0.0,False,False,,,15.3,191.5,1010.7,40.0,22.1,,,,06:32:34,18:48:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-16,31.7,25.1,29.2,73.3,0.0,False,False,,,18.4,220.0,1010.0,47.4,24.2,,,,06:32:09,18:48:56,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-17,31.1,25.4,28.5,77.5,11.224,True,False,,,12.2,250.0,1010.6,54.0,22.7,,,,06:31:44,18:48:53,0.32,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-04-18,31.0,24.9,27.8,81.1,19.5,True,False,,,10.9,287.6,1010.5,46.2,20.5,,,,06:31:19,18:48:50,0.35,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,1997-04-19,31.8,24.1,28.3,74.4,0.0,False,False,,,18.9,289.0,1010.6,23.2,22.7,,,,06:30:55,18:48:47,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-20,31.0,22.7,26.9,80.7,32.59,True,False,,,17.6,316.4,1009.3,27.2,22.7,,,,06:30:32,18:48:45,0.42,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-04-21,32.2,24.2,27.2,79.0,62.0,True,False,,,22.3,286.3,1009.3,51.4,15.8,,,,06:30:09,18:48:44,0.45,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,1997-04-22,31.6,23.2,28.4,75.5,40.322,True,False,,,11.9,273.5,1008.5,53.3,22.5,,,,06:29:47,18:48:42,0.48,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-04-23,31.9,24.7,28.5,79.0,10.005,True,False,,,24.1,226.6,1009.7,76.8,19.6,,,,06:29:25,18:48:41,0.5,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-04-24,31.3,24.9,27.9,80.5,29.869,True,False,,,18.4,276.2,1009.7,64.5,21.0,,,,06:29:03,18:48:41,0.55,Rain Partially cloudy,Clearing in the afternoon with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-04-25,31.7,25.4,28.2,76.8,0.0,False,False,,,16.1,143.8,1009.3,53.3,24.1,,,,06:28:42,18:48:40,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-26,31.9,24.6,29.2,75.5,0.5,True,False,,,11.4,255.8,1009.0,63.8,24.9,,,,06:28:22,18:48:41,0.62,Rain Partially cloudy,Becoming cloudy in the afternoon with early morning rain.,rain,Sri Lanka
colombo,1997-04-27,31.9,25.1,27.5,81.6,0.0,False,False,,,12.7,156.9,1009.5,77.5,13.9,,,,06:28:02,18:48:41,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-04-28,31.4,24.7,27.4,80.6,2.574,True,False,,,13.2,128.5,1009.7,71.1,16.3,,,,06:27:43,18:48:42,0.69,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-04-29,30.8,26.1,29.0,73.0,0.0,False,False,,,11.7,353.4,1010.1,87.6,23.6,,,,06:27:25,18:48:44,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,1997-04-30,32.1,24.2,27.4,80.7,3.989,True,False,,,14.3,300.9,1010.0,64.3,13.4,,,,06:27:07,18:48:45,0.75,Rain Partially cloudy,Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-05-01,31.4,24.7,28.1,81.3,4.569,True,False,,,13.5,230.2,1010.1,75.0,16.7,,,,06:26:49,18:48:48,0.8,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-02,32.1,24.1,28.2,77.8,0.0,False,False,,,14.8,227.7,1009.3,61.8,22.7,,,,06:26:33,18:48:50,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-05-03,31.5,24.4,28.4,83.1,33.88,True,False,,,17.6,229.9,1008.3,77.1,9.6,,,,06:26:17,18:48:54,0.87,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-05-04,31.0,24.4,28.5,80.8,2.426,True,False,,,17.1,205.2,1007.8,70.0,22.3,,,,06:26:01,18:48:57,0.91,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-05-05,31.6,24.9,28.1,84.1,62.71,True,False,,,14.2,211.9,1007.7,90.7,17.7,,,,06:25:47,18:49:01,0.94,Rain Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-05-06,32.1,26.1,28.6,83.6,12.869,True,False,,,15.8,284.3,1007.8,61.7,17.8,,,,06:25:33,18:49:06,0.98,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-07,25.2,25.1,25.2,95.9,32.0,True,False,,,5.4,90.0,1007.4,90.0,12.5,,,,06:25:19,18:49:11,0.0,Rain Partially cloudy,Clearing in the afternoon with early morning rain.,rain,Sri Lanka
colombo,1997-05-08,31.2,25.4,27.7,88.1,3.932,True,False,,,12.2,270.0,1007.6,69.0,17.1,,,,06:25:07,18:49:16,0.04,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-09,30.9,24.2,27.6,86.5,43.005,True,False,,,12.7,270.0,1006.2,89.3,19.2,,,,06:24:55,18:49:22,0.08,Rain Partially cloudy,Clearing in the afternoon with rain.,rain,Sri Lanka
colombo,1997-05-10,32.1,26.1,29.4,80.6,0.0,False,False,,,13.7,267.5,1006.6,77.5,17.8,,,,06:24:43,18:49:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-05-11,31.4,25.7,28.4,83.0,53.191,True,False,,,14.8,245.7,1006.6,86.7,17.9,,,,06:24:33,18:49:35,0.14,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-05-12,29.3,25.9,27.1,87.4,0.858,True,False,,,17.8,263.0,1006.9,89.5,13.6,,,,06:24:23,18:49:42,0.17,Rain Partially cloudy,Clearing in the afternoon with late afternoon rain.,rain,Sri Lanka
colombo,1997-05-13,28.2,24.2,25.7,88.8,7.148,True,False,,,13.7,120.3,1006.7,96.7,8.9,,,,06:24:14,18:49:49,0.21,Rain Overcast,Cloudy skies throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-14,30.1,24.1,27.0,84.9,6.0,True,False,,,9.4,118.3,1007.7,90.0,8.9,,,,06:24:05,18:49:57,0.25,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-15,31.0,25.1,27.3,86.4,3.399,True,False,,,15.3,186.8,1008.5,94.7,14.4,,,,06:23:58,18:50:06,0.27,Rain Overcast,Cloudy skies throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-16,27.4,24.9,25.7,93.4,0.284,True,False,,,5.4,136.0,1008.0,85.7,14.2,,,,06:23:51,18:50:14,0.3,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-17,29.9,25.7,27.7,86.2,27.858,True,False,,,26.4,202.4,1007.3,97.5,10.5,,,,06:23:44,18:50:24,0.33,Rain Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-05-18,30.2,27.9,28.9,82.3,2.995,True,False,,,20.5,225.3,1008.0,95.7,11.5,,,,06:23:39,18:50:33,0.37,Rain Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-05-19,29.4,24.0,27.2,88.0,29.858,True,False,,,22.3,214.3,1008.0,81.9,9.2,,,,06:23:34,18:50:43,0.4,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-20,31.6,28.2,29.9,78.0,0.71,True,False,,,18.4,237.6,1009.0,87.6,12.5,,,,06:23:30,18:50:54,0.43,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-05-21,31.4,26.4,29.3,79.4,0.284,True,False,,,18.4,243.3,1009.8,56.8,13.7,,,,06:23:26,18:51:04,0.46,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,1997-05-22,31.0,26.7,28.3,86.9,0.0,False,False,,,21.3,230.0,1009.0,72.9,22.7,,,,06:23:24,18:51:15,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,1997-05-23,32.0,29.7,30.9,71.9,0.0,False,False,,,18.7,241.4,1009.6,49.5,24.9,,,,06:23:22,18:51:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-05-24,32.0,26.2,29.7,78.7,0.0,False,False,,,15.3,232.0,1009.4,51.9,24.9,,,,06:23:20,18:51:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-05-25,31.7,26.2,29.5,80.8,0.0,False,False,,,18.4,230.3,1009.1,65.0,22.7,,,,06:23:20,18:51:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,1997-05-26,31.2,26.4,29.2,83.4,0.429,True,False,,,17.6,206.5,1009.9,67.2,21.0,,,,06:23:20,18:52:03,0.64,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,1997-05-27,30.3,25.9,27.9,85.3,16.426,True,False,,,17.4,222.5,1010.9,72.5,23.5,,,,06:23:20,18:52:15,0.67,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,1997-05-28,30.8,29.7,30.3,73.9,0.071,True,False,,,14.0,228.3,1011.7,56.4,29.4,,,,06:23:22,18:52:28,0.71,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
