statedistrict,datetime,tempmax,tempmin,temp,humidity,rainsum,rain,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,country
colombo,2008-01-11,30.1,24.0,26.2,84.3,7.533,True,True,0.0,,24.1,40.0,1010.8,72.6,11.7,,,,06:25:52,18:10:45,0.1,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-01-12,29.1,23.2,25.9,83.4,11.051,True,True,0.0,,20.5,36.4,1010.6,64.3,11.9,,,,06:26:10,18:11:14,0.13,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-01-13,30.1,23.6,26.0,82.9,0.001,True,True,0.0,,25.9,38.3,1011.5,77.9,11.6,,,,06:26:28,18:11:43,0.17,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-01-14,32.1,21.1,26.6,68.9,5.199,True,True,0.0,,25.9,34.9,1011.0,20.9,11.3,,,,06:26:46,18:12:11,0.21,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-01-15,31.1,22.1,26.3,66.3,0.061,True,True,0.0,,25.9,32.6,1011.5,3.3,10.8,,,,06:27:02,18:12:38,0.24,Rain,Clear conditions throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-01-16,32.1,21.1,26.2,68.1,0.0,False,True,0.0,,24.1,32.7,1012.5,15.7,11.6,,,,06:27:17,18:13:06,0.25,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2008-01-17,31.1,22.1,26.5,69.0,0.0,False,True,0.0,,31.3,26.9,1012.1,19.3,11.8,,,,06:27:32,18:13:32,0.31,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2008-01-18,32.1,21.1,25.8,69.4,0.0,False,True,0.0,,22.3,19.9,1010.8,36.1,11.6,,,,06:27:46,18:13:59,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-19,30.1,21.1,25.6,68.4,0.0,False,True,0.0,,22.3,16.3,1009.7,23.4,11.2,,,,06:27:58,18:14:24,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-20,31.1,20.1,25.6,72.2,0.0,False,True,0.0,,16.6,6.2,1009.7,31.2,11.8,,,,06:28:10,18:14:50,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,2008-01-21,33.1,24.0,26.7,79.8,3.299,True,True,0.0,,20.5,46.5,1008.4,57.0,12.2,,,,06:28:21,18:15:14,0.45,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2008-01-22,32.1,23.1,27.0,74.4,14.2,True,True,0.0,,31.3,39.8,1007.9,32.1,11.4,,,,06:28:31,18:15:38,0.5,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2008-01-23,33.1,21.1,27.0,65.9,0.0,False,True,0.0,,24.1,28.5,1007.6,19.9,11.5,,,,06:28:40,18:16:02,0.52,Clear,Clear conditions throughout the day.,clear-day,Sri Lanka
colombo,2008-01-24,30.1,21.1,26.3,74.0,0.0,False,True,0.0,,14.8,351.4,1008.5,50.7,11.9,,,,06:28:49,18:16:25,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-25,31.1,23.1,26.9,78.3,0.0,False,True,0.0,,14.8,356.9,1008.5,74.2,11.7,,,,06:28:56,18:16:47,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-26,30.1,23.1,26.6,78.2,0.0,False,True,0.0,,14.8,276.3,1008.6,70.2,10.5,,,,06:29:02,18:17:09,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-27,30.1,23.1,26.7,78.1,0.0,False,True,0.0,,13.0,243.3,1009.2,60.0,9.7,,,,06:29:07,18:17:30,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-28,30.1,23.9,26.9,76.7,0.0,False,True,0.0,,14.8,311.4,1010.5,46.1,10.2,,,,06:29:12,18:17:50,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-29,32.1,22.1,27.1,75.8,0.0,False,True,0.0,,22.3,10.0,1010.0,39.7,11.0,,,,06:29:15,18:18:10,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-01-30,31.1,23.1,27.3,73.5,0.003,True,True,0.0,,16.6,314.1,1009.2,24.4,10.8,,,,06:29:17,18:18:29,0.75,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2008-01-31,31.1,24.1,27.4,76.6,0.0,False,True,0.0,,14.8,272.2,1009.0,33.8,11.0,,,,06:29:19,18:18:47,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-01,30.1,25.1,27.7,73.6,0.0,False,True,0.0,,16.6,255.5,1009.5,49.8,11.9,,,,06:29:19,18:19:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-02,30.1,24.1,27.2,72.3,0.0,False,True,0.0,,16.6,236.1,1009.9,38.7,11.3,,,,06:29:19,18:19:22,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-03,31.1,24.1,27.7,74.0,0.0,False,True,0.0,,16.6,305.2,1009.0,40.0,10.7,,,,06:29:17,18:19:38,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-04,33.1,23.1,27.8,71.3,0.001,True,True,0.0,,18.4,14.5,1008.9,41.9,10.6,,,,06:29:15,18:19:54,0.91,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
colombo,2008-02-05,34.1,24.1,28.2,69.9,0.548,True,True,0.0,,27.7,29.6,1008.7,60.7,11.7,,,,06:29:12,18:20:09,0.94,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2008-02-06,31.1,24.1,26.7,79.0,0.657,True,True,0.0,,14.8,53.9,1009.6,73.6,10.1,,,,06:29:07,18:20:23,0.97,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-02-07,30.1,23.1,25.8,86.4,8.48,True,True,0.0,,14.8,80.9,1009.3,89.2,9.8,,,,06:29:02,18:20:36,0.0,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-02-08,30.1,23.1,26.5,81.2,0.0,False,True,0.0,,13.0,156.2,1009.3,68.3,9.8,,,,06:28:56,18:20:49,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-09,30.2,24.1,27.7,78.5,0.029,True,True,0.0,,20.5,203.2,1009.7,45.7,11.4,,,,06:28:49,18:21:01,0.08,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-10,31.1,25.1,28.0,78.2,0.007,True,True,0.0,,14.8,222.7,1010.0,46.9,12.2,,,,06:28:41,18:21:13,0.11,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-11,31.1,24.1,27.9,76.5,0.048,True,True,0.0,,16.6,291.5,1009.9,45.7,11.0,,,,06:28:32,18:21:23,0.15,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-12,31.1,23.7,26.9,80.9,26.619,True,True,0.0,,16.6,292.6,1010.0,62.7,10.6,,,,06:28:22,18:21:33,0.18,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-02-13,31.1,24.1,26.6,80.4,0.124,True,True,0.0,,13.0,125.8,1011.3,58.0,11.2,,,,06:28:12,18:21:43,0.22,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-14,32.1,23.1,26.9,77.2,0.503,True,True,0.0,,16.6,314.2,1011.7,43.1,10.8,,,,06:28:00,18:21:51,0.25,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-02-15,33.1,23.1,27.2,76.0,1.035,True,True,0.0,,22.3,43.9,1011.8,51.8,10.0,,,,06:27:48,18:22:00,0.29,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-02-16,34.1,23.7,27.7,73.5,21.343,True,True,0.0,,24.1,52.6,1011.8,40.3,10.6,,,,06:27:35,18:22:07,0.33,Rain Partially cloudy,Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-02-17,34.1,23.1,27.7,62.4,18.419,True,True,0.0,,27.7,35.0,1011.3,19.8,11.5,,,,06:27:21,18:22:14,0.36,Rain,Clear conditions throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-18,31.1,21.1,26.4,74.6,0.0,False,True,0.0,,16.6,1.7,1011.4,24.3,11.7,,,,06:27:07,18:22:20,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-19,31.1,23.1,27.0,73.7,0.0,False,True,0.0,,14.8,1.5,1011.9,26.6,11.5,,,,06:26:51,18:22:25,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,Sri Lanka
colombo,2008-02-20,30.1,23.1,27.1,73.8,0.0,False,True,0.0,,14.8,245.1,1012.3,41.5,11.4,,,,06:26:35,18:22:30,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-21,30.9,23.1,27.1,76.1,0.187,True,True,0.0,,18.4,346.0,1012.1,30.8,10.7,,,,06:26:18,18:22:34,0.5,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-22,34.1,22.8,27.7,63.3,11.289,True,True,0.0,,22.3,29.3,1011.7,14.6,11.0,,,,06:26:00,18:22:38,0.54,Rain,Clear conditions throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-02-23,32.1,21.1,26.7,65.4,0.0,False,True,0.0,,20.5,7.0,1011.3,39.3,11.2,,,,06:25:42,18:22:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-24,31.1,20.1,25.3,64.0,0.0,False,True,0.0,,18.4,14.2,1010.9,41.4,11.1,,,,06:25:23,18:22:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-25,30.1,18.1,25.1,66.2,0.0,False,True,0.0,,24.1,359.2,1010.3,24.4,11.3,,,,06:25:03,18:22:45,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-26,30.1,20.1,26.0,69.6,0.0,False,True,0.0,,18.4,344.0,1009.6,60.4,11.3,,,,06:24:43,18:22:47,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-27,31.1,23.1,26.5,77.6,0.0,False,True,0.0,,16.6,51.3,1010.1,89.3,11.4,,,,06:24:22,18:22:48,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-02-28,31.1,24.0,26.2,83.1,3.685,True,True,0.0,,22.3,38.5,1010.2,77.0,11.1,,,,06:24:00,18:22:48,0.73,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-02-29,30.1,24.1,25.8,86.1,18.549,True,True,0.0,,14.8,357.3,1009.9,88.7,11.1,,,,06:23:38,18:22:48,0.75,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-01,30.1,23.9,26.9,81.0,15.582,True,True,0.0,,16.6,203.2,1009.5,61.8,11.7,,,,06:23:15,18:22:47,0.79,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-02,30.4,24.1,27.0,79.4,7.907,True,True,0.0,,16.6,218.2,1010.2,65.9,10.9,,,,06:22:52,18:22:46,0.83,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-03,32.1,24.1,27.1,80.3,14.466,True,True,0.0,,18.4,1.3,1010.3,60.0,11.1,,,,06:22:28,18:22:45,0.86,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-03-04,30.1,24.1,27.2,78.4,1.332,True,True,0.0,,14.8,321.5,1009.5,59.3,11.5,,,,06:22:04,18:22:43,0.89,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-05,31.1,23.8,26.5,80.7,21.292,True,True,0.0,,16.6,65.7,1010.1,80.8,11.5,,,,06:21:39,18:22:40,0.92,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-03-06,31.1,23.1,25.6,85.0,21.941,True,True,0.0,,20.5,49.7,1010.8,64.5,10.9,,,,06:21:14,18:22:38,0.95,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-07,33.1,24.1,27.6,69.8,43.203,True,True,0.0,,22.3,38.8,1010.3,62.5,11.4,,,,06:20:48,18:22:35,0.0,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-08,33.1,22.1,27.5,63.9,0.0,False,True,0.0,,29.5,36.4,1009.3,69.1,11.5,,,,06:20:22,18:22:31,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-03-09,32.1,23.1,26.5,76.9,1.019,True,True,0.0,,20.5,33.2,1009.5,51.7,10.5,,,,06:19:55,18:22:27,0.06,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-10,31.1,23.1,25.8,84.1,25.79,True,True,0.0,,25.9,40.5,1009.1,78.8,11.0,,,,06:19:29,18:22:23,0.09,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-03-11,31.1,23.1,25.8,83.4,0.345,True,True,0.0,,16.6,47.3,1008.8,77.2,12.0,,,,06:19:01,18:22:19,0.13,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-12,30.1,23.3,26.5,82.3,0.123,True,True,0.0,,14.8,244.5,1008.3,70.1,11.2,,,,06:18:34,18:22:14,0.16,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-13,30.9,23.7,26.6,82.7,8.654,True,True,0.0,,14.8,181.8,1008.4,61.5,11.6,,,,06:18:06,18:22:09,0.2,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-03-14,31.1,23.8,26.6,82.2,0.687,True,True,0.0,,16.6,136.2,1009.3,51.5,11.6,,,,06:17:38,18:22:04,0.25,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-03-15,30.1,23.1,25.4,88.4,3.009,True,True,0.0,,24.1,186.2,1008.9,80.2,9.7,,,,06:17:10,18:21:59,0.27,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-16,29.1,23.1,25.7,86.0,57.773,True,True,0.0,,20.5,42.8,1007.7,91.3,12.2,,,,06:16:41,18:21:53,0.3,Rain Overcast,Cloudy skies throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-17,30.1,24.1,26.4,83.8,2.253,True,True,0.0,,13.0,57.8,1006.4,73.4,11.0,,,,06:16:12,18:21:47,0.34,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-03-18,29.1,24.1,25.7,88.3,0.46,True,True,0.0,,13.0,61.4,1006.3,76.0,11.2,,,,06:15:43,18:21:41,0.38,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2008-03-19,31.1,24.1,26.9,79.4,0.263,True,True,0.0,,25.9,161.9,1006.4,72.6,11.4,,,,06:15:14,18:21:35,0.41,Rain Partially cloudy,Partly cloudy throughout the day with early morning rain.,rain,Sri Lanka
colombo,2008-03-20,32.1,24.1,27.0,80.7,0.0,False,True,0.0,,24.5,125.1,1006.4,65.1,10.7,,,,06:14:45,18:21:29,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-03-21,31.1,24.8,27.8,78.8,0.943,True,True,0.0,,31.3,186.9,1007.3,47.3,11.9,,,,06:14:16,18:21:22,0.48,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2008-03-22,31.1,25.6,28.1,77.8,0.895,True,True,0.0,,25.9,190.1,1007.8,63.8,12.4,,,,06:13:46,18:21:16,0.5,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-23,31.0,25.1,28.0,77.7,0.457,True,True,0.0,,20.5,206.6,1008.7,37.5,11.6,,,,06:13:17,18:21:09,0.55,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-24,30.1,25.1,27.9,79.5,0.851,True,True,0.0,,16.6,225.9,1009.8,70.1,12.1,,,,06:12:47,18:21:03,0.58,Rain Partially cloudy,Partly cloudy throughout the day with rain clearing later.,rain,Sri Lanka
colombo,2008-03-25,31.0,24.1,28.0,78.1,0.0,False,True,0.0,,13.0,237.3,1009.9,49.1,11.9,,,,06:12:17,18:20:56,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-03-26,31.1,25.1,27.9,76.7,0.0,False,True,0.0,,16.6,249.8,1009.6,54.4,12.4,,,,06:11:48,18:20:50,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-03-27,31.1,25.1,28.2,76.7,0.0,False,True,0.0,,14.8,254.3,1008.3,54.5,11.4,,,,06:11:18,18:20:43,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-03-28,31.1,23.1,27.7,79.0,0.026,True,True,0.0,,18.4,205.1,1008.1,52.9,11.3,,,,06:10:49,18:20:36,0.71,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-29,30.1,24.1,27.7,80.9,16.288,True,True,0.0,,16.6,226.9,1009.3,66.3,11.0,,,,06:10:19,18:20:30,0.74,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-03-30,30.2,24.9,27.8,79.7,8.039,True,True,0.0,,16.6,222.0,1009.7,67.4,12.0,,,,06:09:50,18:20:23,0.75,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-03-31,30.1,25.1,27.6,80.4,3.352,True,True,0.0,,22.3,196.5,1009.3,55.0,11.2,,,,06:09:20,18:20:17,0.81,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-01,31.2,25.1,28.0,78.7,8.168,True,True,0.0,,14.8,202.2,1009.3,44.7,11.9,,,,06:08:51,18:20:10,0.84,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-02,31.1,22.9,26.8,83.7,24.815,True,True,0.0,,18.4,191.1,1010.3,49.7,11.4,,,,06:08:22,18:20:04,0.87,Rain Partially cloudy,Partly cloudy throughout the day with afternoon rain.,rain,Sri Lanka
colombo,2008-04-03,30.7,23.1,27.0,84.7,5.034,True,True,0.0,,14.8,229.5,1009.7,36.4,11.4,,,,06:07:53,18:19:58,0.91,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-04,31.1,24.1,27.3,80.7,0.0,False,True,0.0,,18.4,198.4,1009.0,47.6,11.8,,,,06:07:24,18:19:52,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-04-05,32.1,24.1,27.4,78.6,0.959,True,True,0.0,,29.5,161.5,1009.8,58.7,11.2,,,,06:06:56,18:19:46,0.97,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-06,31.1,23.9,26.9,82.0,5.733,True,True,0.0,,14.8,183.7,1011.5,67.0,11.5,,,,06:06:27,18:19:40,0.0,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-07,31.1,23.1,26.0,83.9,42.192,True,True,0.0,,14.8,185.8,1010.2,61.3,11.1,,,,06:05:59,18:19:34,0.04,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-08,32.1,23.1,26.1,83.3,23.777,True,True,0.0,,24.1,40.4,1008.8,65.7,11.8,,,,06:05:31,18:19:29,0.07,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-09,30.8,23.1,25.7,85.3,3.341,True,True,0.0,,25.9,53.2,1008.8,61.1,10.2,,,,06:05:04,18:19:24,0.11,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-10,31.1,23.1,25.8,86.7,19.573,True,True,0.0,,24.1,45.1,1008.6,63.6,9.3,,,,06:04:36,18:19:19,0.14,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-11,31.1,24.1,27.2,80.2,80.695,True,True,0.0,,13.0,147.6,1007.6,83.4,11.7,,,,06:04:09,18:19:14,0.18,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-12,30.1,23.4,26.6,84.1,14.124,True,True,0.0,,18.4,169.1,1007.9,88.5,10.7,,,,06:03:43,18:19:10,0.21,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2008-04-13,31.3,24.1,27.2,79.5,0.0,False,True,0.0,,14.8,177.4,1007.6,50.7,11.7,,,,06:03:17,18:19:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-04-14,32.1,25.1,27.7,78.3,0.214,True,True,0.0,,16.6,164.7,1007.1,61.2,12.3,,,,06:02:51,18:19:02,0.28,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-15,31.1,24.1,27.4,81.0,0.0,False,True,0.0,,22.3,206.9,1008.4,68.6,11.3,,,,06:02:25,18:18:58,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-04-16,31.1,24.1,27.5,80.0,0.002,True,True,0.0,,11.2,211.5,1009.0,73.1,12.3,,,,06:02:00,18:18:55,0.35,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-17,31.1,24.9,27.2,85.3,2.673,True,True,0.0,,16.6,191.1,1008.3,58.6,11.6,,,,06:01:36,18:18:52,0.39,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-18,31.1,23.9,27.9,80.2,0.015,True,True,0.0,,16.6,214.0,1007.9,62.1,11.5,,,,06:01:11,18:18:49,0.42,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-19,31.1,23.8,27.9,80.5,55.656,True,True,0.0,,16.6,182.1,1007.8,84.4,10.9,,,,06:00:48,18:18:47,0.46,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-20,30.1,25.1,27.8,80.3,0.108,True,True,0.0,,18.4,217.9,1008.2,63.7,11.5,,,,06:00:24,18:18:45,0.5,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-21,31.3,25.1,28.8,78.7,0.0,False,True,0.0,,16.6,244.6,1007.2,54.2,12.3,,,,06:00:02,18:18:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-04-22,32.1,26.1,29.5,76.4,0.007,True,True,0.0,,16.6,258.7,1008.1,60.4,11.8,,,,05:59:39,18:18:42,0.56,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-23,32.4,26.1,29.2,77.5,0.526,True,True,0.0,,16.6,245.7,1009.0,68.1,12.0,,,,05:59:17,18:18:41,0.59,Rain Partially cloudy,Partly cloudy throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-24,32.1,24.9,28.0,82.0,2.275,True,True,0.0,,14.8,216.3,1009.1,78.1,11.0,,,,05:58:56,18:18:41,0.63,Rain Partially cloudy,Partly cloudy throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-25,30.1,24.0,26.1,85.9,86.824,True,True,0.0,,18.4,183.9,1009.4,92.3,10.5,,,,05:58:36,18:18:41,0.66,Rain Overcast,Cloudy skies throughout the day with rain in the morning and afternoon.,rain,Sri Lanka
colombo,2008-04-26,31.1,23.6,27.2,81.6,8.155,True,True,0.0,,20.5,210.5,1008.2,58.5,11.7,,,,05:58:16,18:18:41,0.69,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-04-27,30.1,24.1,26.4,87.3,7.453,True,True,0.0,,20.5,193.5,1007.1,88.7,9.4,,,,05:57:56,18:18:42,0.73,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2008-04-28,29.1,24.1,27.6,84.7,45.922,True,True,0.0,,20.5,237.9,1005.9,98.9,9.8,,,,05:57:37,18:18:43,0.75,Rain Overcast,Cloudy skies throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2008-04-29,30.2,24.0,27.8,82.8,13.88,True,True,0.0,,22.3,213.5,1006.8,93.5,12.1,,,,05:57:19,18:18:45,0.79,Rain Overcast,Cloudy skies throughout the day with rain.,rain,Sri Lanka
colombo,2008-04-30,31.1,27.9,29.3,79.4,0.103,True,True,0.0,,25.9,217.5,1008.1,62.4,12.3,,,,05:57:01,18:18:47,0.83,Rain Partially cloudy,Partly cloudy throughout the day with morning rain.,rain,Sri Lanka
colombo,2008-05-01,31.1,28.1,29.5,77.7,0.182,True,True,0.0,,24.1,220.2,1008.8,48.5,12.2,,,,05:56:44,18:18:49,0.86,Rain Partially cloudy,Partly cloudy throughout the day with a chance of rain throughout the day.,rain,Sri Lanka
colombo,2008-05-02,31.1,28.1,29.6,77.4,0.0,False,True,0.0,,27.7,217.5,1008.2,63.8,11.7,,,,05:56:28,18:18:52,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,Sri Lanka
colombo,2008-05-03,31.1,27.2,29.4,78.7,0.2,True,True,0.0,,27.7,216.3,1008.2,49.2,11.9,,,,05:56:12,18:18:55,0.93,Rain Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,rain,Sri Lanka
